rate_date	close	open	high	low	change_percent
2018-7-8	6.6576	6.6629	6.6667	6.6557	-0.09
2018-7-6	6.6639	6.6585	6.6889	6.6509	0.08
2018-7-5	6.6585	6.6433	6.6641	6.635	0.23
2018-7-4	6.643	6.6681	6.6749	6.6149	-0.34
2018-7-3	6.6654	6.689	6.7336	6.6448	-0.30
2018-7-2	6.6853	6.6357	6.6977	6.628	0.85
2018-7-1	6.6288	6.6323	6.6361	6.627	-0.10
2018-6-29	6.6353	6.6363	6.6535	6.6171	0.01
2018-6-28	6.6349	6.6187	6.6419	6.6109	0.26
2018-6-27	6.6177	6.5808	6.6242	6.5765	0.54
2018-6-26	6.5822	6.5415	6.5963	6.5381	0.62
2018-6-25	6.5415	6.5094	6.5578	6.5087	0.26
2018-6-24	6.5248	6.5115	6.5256	6.5115	0.23
2018-6-22	6.51	6.4997	6.5175	6.4924	0.15
2018-6-21	6.5001	6.4815	6.5177	6.4746	0.29
2018-6-20	6.4812	6.4768	6.4874	6.466	0.06
2018-6-19	6.4771	6.4543	6.4954	6.4463	0.34
2018-6-18	6.4551	6.4369	6.4613	6.4359	0.20
2018-6-17	6.4419	6.4366	6.4432	6.4363	0.08
2018-6-15	6.4366	6.4181	6.4415	6.4137	0.31
2018-6-14	6.417	6.3883	6.4192	6.3829	0.45
2018-6-13	6.388	6.4048	6.4091	6.3859	-0.27
2018-6-12	6.4055	6.3987	6.409	6.3942	0.11
2018-6-11	6.3984	6.3982	6.4039	6.3931	-0.01
2018-6-10	6.399	6.4023	6.404	6.3989	0.00
2018-6-8	6.3991	6.3897	6.4096	6.3866	0.15
2018-6-7	6.3898	6.3775	6.393	6.3769	0.18
2018-6-6	6.3784	6.3971	6.3993	6.3766	-0.26
2018-6-5	6.3952	6.405	6.4111	6.391	-0.16
2018-6-4	6.4052	6.4127	6.4201	6.396	-0.16
2018-6-3	6.4155	6.4156	6.4168	6.4117	0.07
2018-6-1	6.4113	6.4076	6.4173	6.4021	0.03
2018-5-31	6.4091	6.4019	6.4176	6.3947	0.13
2018-5-30	6.401	6.4239	6.4334	6.4001	-0.36
2018-5-29	6.4241	6.3965	6.4307	6.3954	0.42
2018-5-28	6.3971	6.3885	6.3993	6.3806	0.18
2018-5-27	6.3856	6.3876	6.3882	6.3845	-0.05
2018-5-25	6.389	6.3749	6.3911	6.3731	0.21
2018-5-24	6.3757	6.3769	6.3914	6.3722	-0.03
2018-5-23	6.3774	6.3536	6.3879	6.3483	0.38
2018-5-22	6.3532	6.3579	6.3655	6.3468	-0.06
2018-5-21	6.3572	6.3609	6.3884	6.3564	-0.08
2018-5-18	6.3624	6.3585	6.3739	6.3562	0.07
2018-5-17	6.3577	6.3501	6.3604	6.3434	0.11
2018-5-16	6.3506	6.3669	6.3761	6.3457	-0.24
2018-5-15	6.366	6.3374	6.372	6.3368	0.46
2018-5-14	6.337	6.3342	6.3383	6.3238	0.03
2018-5-11	6.3352	6.3282	6.3423	6.3192	0.10
2018-5-10	6.329	6.3644	6.3724	6.3251	-0.56
2018-5-9	6.3647	6.3647	6.3841	6.3576	-0.02
2018-5-8	6.3662	6.3609	6.3728	6.3559	0.10
2018-5-7	6.3599	6.3551	6.3729	6.3458	0.08
2018-5-4	6.3548	6.3442	6.3704	6.3417	0.17
2018-5-3	6.3443	6.3744	6.3795	6.341	-0.48
2018-5-2	6.3747	6.3379	6.3772	6.336	0.59
2018-5-1	6.3373	6.3148	6.3402	6.3091	0.34
2018-4-30	6.3158	6.3193	6.3289	6.3074	-0.07
2018-4-27	6.32	6.329	6.3432	6.3191	-0.12
2018-4-26	6.3276	6.3222	6.3322	6.3084	0.09
2018-4-25	6.3221	6.2955	6.3297	6.2942	0.42
2018-4-24	6.2954	6.3064	6.3213	6.2916	-0.22
2018-4-23	6.3095	6.2801	6.3121	6.2801	0.48
2018-4-20	6.2791	6.2768	6.2941	6.2744	0.03
2018-4-19	6.2774	6.271	6.2816	6.2557	0.10
2018-4-18	6.2709	6.2808	6.2883	6.2663	-0.17
2018-4-17	6.2817	6.2662	6.2845	6.2659	0.24
2018-4-16	6.2665	6.2728	6.285	6.2634	-0.11
2018-4-13	6.2732	6.2787	6.2934	6.2675	-0.07
2018-4-12	6.2778	6.2734	6.2891	6.2648	0.07
2018-4-11	6.2736	6.2762	6.2895	6.2614	-0.05
2018-4-10	6.277	6.3034	6.3085	6.2756	-0.43
2018-4-9	6.3039	6.3122	6.3258	6.2914	-0.15
2018-4-6	6.3133	6.2934	6.3231	6.2852	0.37
2018-4-5	6.2901	6.2863	6.3054	6.2771	0.06
2018-4-4	6.2862	6.2732	6.3134	6.2725	0.22
2018-4-3	6.2721	6.2684	6.2827	6.2676	0.04
2018-4-2	6.2693	6.2648	6.2791	6.2548	0.11
2018-3-30	6.2626	6.2732	6.2828	6.2626	-0.15
2018-3-29	6.2722	6.2851	6.2975	6.2677	-0.21
2018-3-28	6.2852	6.266	6.289	6.2557	0.32
2018-3-27	6.2652	6.2533	6.2771	6.2354	0.18
2018-3-26	6.2542	6.3101	6.3163	6.2528	-0.93
2018-3-23	6.3126	6.3422	6.3434	6.3097	-0.42
2018-3-22	6.3395	6.3046	6.3414	6.303	0.56
2018-3-21	6.3043	6.3332	6.3349	6.3027	-0.46
2018-3-20	6.3336	6.3195	6.3354	6.3173	0.23
2018-3-19	6.3193	6.3269	6.3388	6.3174	-0.10
