rate_date close open high low change_percent
2018-4-25	6.3266	6.3064	6.3299	6.3034	0.32
2018-4-24	6.3065	6.3223	6.3227	6.3055	-0.17
2018-4-23	6.3171	6.2965	6.3174	6.2896	0.33
2018-4-20	6.2965	6.2888	6.2984	6.2838	0.28
2018-4-19	6.2791	6.281	6.2831	6.2633	0.07
2018-4-18	6.2744	6.287	6.2919	6.2721	-0.13
2018-4-17	6.2825	6.2736	6.287	6.2735	0.10
2018-4-16	6.2765	6.2763	6.2874	6.2755	0.02
2018-4-13	6.275	6.2896	6.2953	6.275	-0.26
2018-4-12	6.2915	6.2736	6.2942	6.2735	0.36
2018-4-11	6.269	6.2855	6.2911	6.268	-0.23
2018-4-10	6.2832	6.3079	6.3102	6.2828	-0.38
2018-4-9	6.307	6.3031	6.3203	6.2975	0.03
2018-4-6	6.3052	6.3052	6.3052	6.3052	0.00
2018-4-5	6.3052	6.3052	6.3052	6.3052	0.00
2018-4-4	6.3052	6.2898	6.3098	6.2851	0.24
2018-4-3	6.2899	6.2833	6.2915	6.2833	0.15
2018-4-2	6.2805	6.2693	6.2843	6.2693	0.08
2018-3-30	6.2753	6.2855	6.2882	6.266	-0.23
2018-3-29	6.2898	6.2993	6.3063	6.2832	-0.13
2018-3-28	6.2979	6.2706	6.301	6.2705	0.24
2018-3-27	6.2831	6.2596	6.2866	6.246	0.15
2018-3-26	6.2734	6.3139	6.3208	6.2734	-0.67
2018-3-23	6.316	6.3351	6.3382	6.316	-0.30
2018-3-22	6.335	6.3156	6.3361	6.3155	0.19
2018-3-21	6.3232	6.3364	6.3373	6.3232	-0.17
2018-3-20	6.3341	6.3255	6.3343	6.3246	0.03
2018-3-19	6.3322	6.3372	6.3397	6.3302	-0.04
2018-3-16	6.335	6.3352	6.3377	6.3259	0.20
2018-3-15	6.3221	6.308	6.3244	6.3071	0.06
2018-3-14	6.318	6.322	6.3261	6.31	-0.06
2018-3-13	6.3216	6.3223	6.3362	6.3216	-0.13
2018-3-12	6.33	6.3301	6.3352	6.3241	-0.04
2018-3-9	6.3326	6.3502	6.3556	6.3326	-0.15
2018-3-8	6.3422	6.3332	6.3423	6.3262	0.26
2018-3-7	6.3255	6.3269	6.3332	6.3195	0.25
2018-3-6	6.3098	6.335	6.3479	6.3098	-0.63
2018-3-5	6.3495	6.3285	6.3496	6.3281	0.06
2018-3-2	6.3454	6.3446	6.3627	6.3406	-0.20
2018-3-1	6.3582	6.3295	6.3602	6.3295	0.43
2018-2-28	6.3311	6.3345	6.3369	6.3247	0.22
2018-2-27	6.317	6.3002	6.3172	6.2932	0.02
2018-2-26	6.316	6.3266	6.3281	6.3078	-0.34
2018-2-23	6.3373	6.3498	6.3524	6.3354	-0.20
2018-2-22	6.3501	6.3479	6.3655	6.3457	0.03
2018-2-21	6.3482	6.3482	6.3482	6.3482	0.00
2018-2-20	6.3482	6.3482	6.3482	6.3482	0.00
2018-2-19	6.3482	6.3482	6.3482	6.3482	0.00
2018-2-16	6.3482	6.3482	6.3482	6.3482	0.00
2018-2-15	6.3482	6.3482	6.3482	6.3482	0.00
2018-2-14	6.3482	6.3393	6.3574	6.3339	0.11
2018-2-13	6.341	6.3281	6.3505	6.324	0.21
2018-2-12	6.3275	6.2939	6.3328	6.2875	0.49
2018-2-9	6.2969	6.3252	6.3318	6.2932	-0.48
2018-2-8	6.327	6.2899	6.3449	6.2854	0.92
2018-2-7	6.2694	6.2645	6.2703	6.2565	-0.22
2018-2-6	6.2832	6.2977	6.301	6.2688	-0.11
2018-2-5	6.29	6.3064	6.3097	6.2867	-0.18
2018-2-2	6.3014	6.2823	6.3041	6.2707	0.03
2018-2-1	6.2995	6.2956	6.3097	6.2885	0.17
2018-1-31	6.2888	6.3302	6.3353	6.2882	-0.56
2018-1-30	6.3239	6.337	6.3477	6.3197	-0.21
2018-1-29	6.3374	6.3296	6.3398	6.3266	0.27
2018-1-26	6.3201	6.3261	6.3343	6.3118	-0.06
2018-1-25	6.3238	6.3579	6.36	6.3185	-0.73
2018-1-24	6.37	6.397	6.4013	6.3696	-0.54
2018-1-23	6.4047	6.3948	6.4139	6.3948	-0.01
2018-1-22	6.4052	6.4102	6.4157	6.3998	0.02
2018-1-19	6.404	6.4056	6.4112	6.3926	-0.25
2018-1-18	6.4203	6.4374	6.4437	6.4177	-0.22
2018-1-17	6.4343	6.4273	6.4404	6.4199	-0.15
2018-1-16	6.444	6.4391	6.4477	6.4266	0.11
2018-1-15	6.4371	6.4521	6.456	6.4189	-0.37
2018-1-12	6.461	6.4886	6.4905	6.4536	-0.54
2018-1-11	6.4958	6.5133	6.5179	6.4916	-0.19
2018-1-10	6.5081	6.5328	6.5373	6.5031	-0.33
2018-1-9	6.5297	6.5069	6.5329	6.5011	0.46
2018-1-8	6.4997	6.4768	6.5015	6.4768	0.17
2018-1-5	6.4887	6.4813	6.4911	6.4794	-0.07
2018-1-4	6.4934	6.5034	6.5111	6.4927	-0.15
2018-1-3	6.503	6.497	6.5126	6.497	0.15
2018-1-2	6.4934	6.4963	6.5054	6.492	-0.20
2018-1-1	6.5066	6.5066	6.5066	6.5066	0.00
2017-12-29	6.5066	6.5274	6.5304	6.5027	-0.41
2017-12-28	6.5334	6.5542	6.5598	6.5304	-0.36
2017-12-27	6.5568	6.5418	6.5598	6.5418	0.18
2017-12-26	6.5453	6.5399	6.5584	6.5354	0.09
2017-12-25	6.5397	6.5708	6.5732	6.5388	-0.57
2017-12-22	6.5774	6.5819	6.586	6.5694	-0.11
2017-12-21	6.5847	6.5595	6.5885	6.555	0.09
2017-12-20	6.5785	6.604	6.6066	6.5758	-0.40
2017-12-19	6.6047	6.6159	6.6185	6.6022	-0.18
2017-12-18	6.6164	6.6122	6.619	6.612	0.11
2017-12-15	6.6094	6.6071	6.6117	6.6063	0.00
2017-12-14	6.6095	6.6047	6.6117	6.6041	-0.12
2017-12-13	6.6174	6.6198	6.623	6.6163	-0.06
2017-12-12	6.6215	6.6151	6.6235	6.6151	0.04
2017-12-11	6.6186	6.6162	6.6188	6.615	-0.04
2017-12-8	6.6212	6.6184	6.6219	6.6152	0.03
2017-12-7	6.6193	6.617	6.6212	6.6145	0.07
2017-12-6	6.6148	6.6173	6.6208	6.6117	-0.06
2017-12-5	6.6191	6.6163	6.62	6.6126	-0.01
2017-12-4	6.6197	6.6113	6.6212	6.6113	0.03
2017-12-1	6.6174	6.6112	6.6194	6.6082	0.07
2017-11-30	6.6128	6.6143	6.6212	6.606	0.05
2017-11-29	6.6094	6.6053	6.6119	6.5947	0.03
2017-11-28	6.6076	6.6028	6.612	6.5938	0.16
2017-11-27	6.5969	6.6	6.6072	6.596	-0.08
2017-11-24	6.6022	6.5765	6.6085	6.5762	0.28
2017-11-23	6.5835	6.6131	6.6131	6.5761	-0.40
2017-11-22	6.6102	6.6281	6.6343	6.6092	-0.29
2017-11-21	6.6296	6.6331	6.645	6.6277	-0.08
2017-11-20	6.635	6.6295	6.6422	6.6295	0.13
2017-11-17	6.6267	6.6296	6.6373	6.6242	-0.06
2017-11-16	6.6307	6.6235	6.6406	6.6235	0.11
2017-11-15	6.6235	6.6385	6.6388	6.6158	-0.19
2017-11-14	6.6363	6.6397	6.645	6.6343	-0.06
2017-11-13	6.6405	6.65	6.6531	6.6386	-0.01
2017-11-10	6.6414	6.6394	6.6465	6.6361	0.02
2017-11-9	6.6403	6.6274	6.6441	6.6266	0.19
2017-11-8	6.628	6.6411	6.6467	6.6256	-0.18
2017-11-7	6.64	6.6321	6.6421	6.6224	0.09
2017-11-6	6.6338	6.6387	6.6434	6.6303	-0.08
2017-11-3	6.639	6.6098	6.6399	6.6066	0.46
2017-11-2	6.6089	6.6039	6.6132	6.5851	0.09
2017-11-1	6.6029	6.6339	6.6385	6.6011	-0.48
2017-10-31	6.6349	6.6461	6.6461	6.625	-0.17
2017-10-30	6.6465	6.6481	6.6526	6.6445	-0.07
2017-10-27	6.6514	6.6408	6.6632	6.6407	0.13
2017-10-26	6.6426	6.6384	6.6435	6.6319	0.05
2017-10-25	6.639	6.6375	6.6492	6.6351	0.05
2017-10-24	6.6358	6.6403	6.6403	6.627	-0.06
2017-10-23	6.64	6.6205	6.6411	6.6205	0.29
2017-10-20	6.6205	6.6145	6.6271	6.605	0.08
2017-10-19	6.6151	6.6275	6.6391	6.6126	-0.19
2017-10-18	6.6274	6.6244	6.629	6.608	0.06
2017-10-17	6.6235	6.59	6.6248	6.5899	0.51
2017-10-16	6.5899	6.5799	6.5944	6.5742	0.16
2017-10-13	6.5796	6.5866	6.5886	6.5737	-0.13
2017-10-12	6.588	6.5896	6.5997	6.5838	-0.03
2017-10-11	6.5902	6.5724	6.6003	6.5724	0.28
2017-10-10	6.5715	6.6237	6.6237	6.5715	-0.82
2017-10-9	6.6255	6.6553	6.6571	6.6221	-0.42
2017-10-6	6.6534	6.6534	6.6534	6.6534	0.00
2017-10-5	6.6534	6.6534	6.6534	6.6534	0.00
2017-10-4	6.6534	6.6534	6.6534	6.6534	0.00
2017-10-3	6.6534	6.6534	6.6534	6.6534	0.00
2017-10-2	6.6534	6.6534	6.6534	6.6534	0.00
2017-9-29	6.6534	6.6571	6.6821	6.6368	-0.16
2017-9-28	6.664	6.6437	6.678	6.6437	0.32
2017-9-27	6.6425	6.6371	6.6447	6.6321	0.04
2017-9-26	6.6401	6.618	6.6418	6.6144	0.29
2017-9-25	6.6212	6.5919	6.6226	6.5919	0.46
2017-9-22	6.5911	6.5873	6.5996	6.5732	0.02
2017-9-21	6.5899	6.5739	6.6041	6.5739	0.23
2017-9-20	6.5749	6.5849	6.5849	6.5675	-0.14
2017-9-19	6.5838	6.5762	6.6006	6.5758	0.15
2017-9-18	6.5741	6.5477	6.5759	6.5473	0.33
2017-9-15	6.5526	6.5545	6.5552	6.5388	-0.05
2017-9-14	6.556	6.544	6.5601	6.544	0.20
2017-9-13	6.543	6.5364	6.5431	6.5236	0.12
2017-9-12	6.5354	6.5274	6.5498	6.5272	0.09
2017-9-11	6.5297	6.5093	6.5303	6.5016	0.74
2017-9-8	6.4817	6.4873	6.4873	6.439	-0.07
2017-9-7	6.4865	6.5256	6.5321	6.4855	-0.57
2017-9-6	6.524	6.5364	6.5485	6.5194	-0.23
2017-9-5	6.5388	6.5312	6.5579	6.5194	0.12
2017-9-4	6.531	6.5593	6.5604	6.5216	-0.43
2017-9-1	6.5591	6.5927	6.5927	6.5516	-0.47
2017-8-31	6.5899	6.5927	6.6025	6.5876	-0.07
2017-8-30	6.5944	6.597	6.5998	6.5823	-0.04
2017-8-29	6.5968	6.622	6.625	6.5938	-0.29
2017-8-28	6.6159	6.6467	6.6467	6.6159	-0.51
2017-8-25	6.6497	6.6632	6.6707	6.6463	-0.18
2017-8-24	6.662	6.6589	6.6661	6.6541	0.05
2017-8-23	6.6589	6.662	6.6693	6.6585	-0.05
2017-8-22	6.6624	6.6654	6.6654	6.6546	-0.05
2017-8-21	6.6656	6.6726	6.6762	6.6656	-0.09
2017-8-18	6.6713	6.6743	6.6828	6.6677	-0.06
2017-8-17	6.6755	6.6925	6.6925	6.6657	-0.24
2017-8-16	6.6916	6.686	6.6981	6.6825	0.09
2017-8-15	6.6855	6.6705	6.6864	6.669	0.22
2017-8-14	6.6711	6.6618	6.6727	6.657	0.10
2017-8-11	6.6647	6.6495	6.6801	6.6495	0.26
2017-8-10	6.6475	6.6734	6.6734	6.6464	-0.40
2017-8-9	6.6739	6.7068	6.7075	6.6708	-0.49
2017-8-8	6.7065	6.7222	6.7222	6.6966	-0.22
2017-8-7	6.7214	6.7264	6.729	6.7171	-0.11
2017-8-4	6.7289	6.7167	6.7305	6.7149	0.18
2017-8-3	6.7169	6.7219	6.733	6.7169	-0.07
2017-8-2	6.7219	6.7189	6.7297	6.7189	0.06
2017-8-1	6.7181	6.7252	6.7252	6.7157	-0.12
2017-7-31	6.7265	6.7387	6.7387	6.7232	-0.16
2017-7-28	6.7374	6.7422	6.7498	6.7364	-0.08
2017-7-27	6.743	6.755	6.755	6.725	-0.16
2017-7-26	6.7539	6.7504	6.7595	6.7504	0.04
2017-7-25	6.7511	6.7504	6.7568	6.7425	0.00
2017-7-24	6.7511	6.7687	6.7687	6.7507	-0.23
2017-7-21	6.7669	6.7576	6.7705	6.7555	0.11
2017-7-20	6.7595	6.7536	6.7744	6.7536	0.11
2017-7-19	6.7519	6.7458	6.7591	6.7458	0.08
2017-7-18	6.7463	6.7703	6.7703	6.7416	-0.35
2017-7-17	6.77	6.7751	6.7763	6.7654	-0.09
2017-7-14	6.7758	6.7842	6.786	6.7692	-0.11
2017-7-13	6.7835	6.7874	6.7874	6.7766	-0.06
2017-7-12	6.7877	6.8022	6.8022	6.7868	-0.22
2017-7-11	6.8025	6.8041	6.8086	6.7997	-0.02
2017-7-10	6.8036	6.8049	6.8049	6.7998	-0.03
2017-7-7	6.8059	6.8011	6.8059	6.7969	0.06
2017-7-6	6.8015	6.802	6.8074	6.7977	0.00
2017-7-5	6.8015	6.8005	6.8035	6.7936	0.01
2017-7-4	6.8007	6.8007	6.803	6.7971	0.00
2017-7-3	6.8007	6.7781	6.8013	6.7781	0.29
2017-6-30	6.7809	6.7856	6.7856	6.7614	-0.09
2017-6-29	6.787	6.8014	6.8014	6.7749	-0.19
2017-6-28	6.7998	6.8114	6.8114	6.7944	-0.19
2017-6-27	6.8126	6.8408	6.8466	6.8088	-0.42
2017-6-26	6.8411	6.8339	6.8468	6.8339	0.06
2017-6-23	6.8367	6.8346	6.8454	6.8346	0.03
2017-6-22	6.8348	6.83	6.8364	6.8275	0.08
2017-6-21	6.8295	6.8305	6.8363	6.825	0.00
2017-6-20	6.8292	6.8187	6.836	6.8182	0.14
2017-6-19	6.8195	6.8112	6.8199	6.8063	0.13
2017-6-16	6.8104	6.8048	6.8162	6.8046	0.04
2017-6-15	6.8079	6.7896	6.8079	6.7896	0.24
2017-6-14	6.7917	6.7988	6.8006	6.7887	-0.11
2017-6-13	6.799	6.7971	6.7995	6.7965	0.01
2017-6-12	6.7982	6.795	6.7996	6.7948	0.00
2017-6-9	6.798	6.7961	6.8041	6.7955	-0.03
2017-6-8	6.8003	6.7963	6.8013	6.7938	0.07
2017-6-7	6.7957	6.7863	6.7978	6.7862	0.01
2017-6-6	6.7953	6.8037	6.8037	6.7926	-0.13
2017-6-5	6.804	6.7986	6.8059	6.7973	-0.11
2017-6-2	6.8117	6.8052	6.8242	6.8045	0.06
2017-6-1	6.8078	6.8056	6.8119	6.7879	-0.03
2017-5-31	6.8101	6.8528	6.8529	6.8101	-0.66
2017-5-30	6.8556	6.8556	6.8556	6.8556	0.00
2017-5-29	6.8556	6.8556	6.8556	6.8556	0.00
2017-5-26	6.8556	6.8703	6.8703	6.849	-0.19
2017-5-25	6.8689	6.8899	6.8899	6.8653	-0.30
2017-5-24	6.8899	6.8896	6.8959	6.8895	0.00
2017-5-23	6.89	6.8848	6.8941	6.8818	0.05
2017-5-22	6.8864	6.8865	6.8961	6.8835	0.02
2017-5-19	6.885	6.89	6.8974	6.8848	-0.06
2017-5-18	6.8893	6.8849	6.8969	6.8848	0.11
2017-5-17	6.8819	6.8887	6.8963	6.8819	-0.07
2017-5-16	6.8867	6.8926	6.8964	6.8845	-0.09
2017-5-15	6.893	6.9002	6.9032	6.893	-0.09
2017-5-12	6.8994	6.9014	6.907	6.8994	-0.06
2017-5-11	6.9037	6.9034	6.908	6.9016	0.01
2017-5-10	6.9032	6.9071	6.9094	6.897	-0.06
2017-5-9	6.9074	6.9075	6.9095	6.9052	0.04
2017-5-8	6.9045	6.8993	6.9067	6.8991	0.02
2017-5-5	6.9031	6.8938	6.9032	6.8938	0.10
2017-5-4	6.8962	6.8968	6.8988	6.8901	-0.04
2017-5-3	6.8989	6.8966	6.899	6.8907	0.04
2017-5-2	6.896	6.891	6.8985	6.891	0.04
2017-5-1	6.8935	6.8935	6.8935	6.8935	0.00
2017-4-28	6.8935	6.8956	6.9016	6.8903	-0.06
2017-4-27	6.8979	6.8939	6.9009	6.8921	0.08
2017-4-26	6.8926	6.8833	6.8927	6.8828	0.11
2017-4-25	6.8847	6.8863	6.8891	6.8809	0.00
2017-4-24	6.8848	6.8808	6.8882	6.8807	-0.02
2017-4-21	6.8859	6.8814	6.8861	6.8789	0.05
2017-4-20	6.8822	6.8883	6.8933	6.8819	-0.08
2017-4-19	6.888	6.8798	6.8892	6.877	0.09
2017-4-18	6.8819	6.8841	6.8951	6.8806	-0.01
2017-4-17	6.8823	6.8825	6.8916	6.8783	-0.05
2017-4-14	6.8854	6.8884	6.8893	6.8821	-0.07
2017-4-13	6.89	6.8925	6.8925	6.8765	-0.02
2017-4-12	6.8915	6.8918	6.9019	6.8902	-0.01
2017-4-11	6.8923	6.9018	6.9068	6.891	-0.16
2017-4-10	6.9031	6.9093	6.9151	6.9031	0.04
2017-4-7	6.9004	6.8981	6.9062	6.8904	0.04
2017-4-6	6.8978	6.8943	6.9047	6.8943	0.04
2017-4-5	6.8948	6.886	6.899	6.886	0.11
2017-4-4	6.8871	6.8871	6.8871	6.8871	0.00
2017-4-3	6.8871	6.8871	6.8871	6.8871	0.00
2017-3-31	6.8871	6.8909	6.9064	6.8867	-0.03
2017-3-30	6.8894	6.8903	6.8974	6.8894	-0.01
2017-3-29	6.89	6.88	6.896	6.88	0.14
2017-3-28	6.8802	6.871	6.8892	6.8707	0.11
2017-3-27	6.8728	6.883	6.883	6.8677	-0.16
2017-3-24	6.8837	6.8877	6.8998	6.8837	-0.03
2017-3-23	6.8861	6.8879	6.8949	6.8849	0.05
2017-3-22	6.8828	6.8873	6.8959	6.8828	-0.06
2017-3-21	6.887	6.909	6.9114	6.887	-0.31
2017-3-20	6.9085	6.9049	6.9112	6.9035	0.07
2017-3-17	6.9034	6.8984	6.911	6.8984	0.08
2017-3-16	6.898	6.9162	6.9162	6.891	-0.24
2017-3-15	6.9147	6.9106	6.9173	6.9105	0.00
2017-3-14	6.915	6.9136	6.9224	6.9131	0.01
2017-3-13	6.9145	6.907	6.9146	6.906	0.07
2017-3-10	6.9095	6.9147	6.9217	6.908	-0.03
2017-3-9	6.9113	6.9129	6.9226	6.9085	-0.03
2017-3-8	6.9131	6.9009	6.9133	6.9002	0.15
2017-3-7	6.9025	6.8994	6.9071	6.8987	0.07
2017-3-6	6.8974	6.8868	6.9005	6.8868	0.00
2017-3-3	6.8972	6.8918	6.9079	6.8918	0.11
2017-3-2	6.8899	6.8802	6.8911	6.8801	0.12
2017-3-1	6.8819	6.8755	6.8826	6.8749	0.21
2017-2-28	6.8678	6.8723	6.8729	6.8624	-0.04
2017-2-27	6.8708	6.8795	6.8817	6.8689	0.03
2017-2-24	6.869	6.8735	6.8783	6.869	0.04
2017-2-23	6.8661	6.8817	6.884	6.8646	-0.17
2017-2-22	6.8777	6.8794	6.8834	6.8754	-0.09
2017-2-21	6.8841	6.8808	6.8895	6.88	0.08
2017-2-20	6.8785	6.8685	6.8826	6.8675	0.17
2017-2-17	6.8665	6.855	6.8735	6.8549	0.19
2017-2-16	6.8537	6.8625	6.8639	6.8489	-0.25
2017-2-15	6.8711	6.8701	6.8778	6.8633	0.05
2017-2-14	6.8674	6.8776	6.8894	6.8589	-0.20
2017-2-13	6.8815	6.8817	6.892	6.8724	0.04
2017-2-10	6.8785	6.8761	6.8826	6.874	0.14
2017-2-9	6.8689	6.868	6.8737	6.8622	-0.05
2017-2-8	6.8723	6.8822	6.8939	6.8703	-0.17
2017-2-7	6.8843	6.8625	6.8863	6.8612	0.31
2017-2-6	6.863	6.8655	6.8708	6.859	-0.10
2017-2-3	6.8697	6.87	6.8794	6.8691	-0.17
2017-2-2	6.8817	6.8817	6.8817	6.8817	0.00
2017-2-1	6.8817	6.8817	6.8817	6.8817	0.00
2017-1-31	6.8817	6.8817	6.8817	6.8817	0.00
2017-1-30	6.8817	6.8817	6.8817	6.8817	0.00
2017-1-27	6.8817	6.8817	6.8817	6.8817	0.00
2017-1-26	6.8817	6.8738	6.8856	6.8734	-0.03
2017-1-25	6.8836	6.8582	6.8855	6.8582	0.36
2017-1-24	6.859	6.8414	6.8652	6.8414	0.07
2017-1-23	6.8539	6.8596	6.8605	6.836	-0.33
2017-1-20	6.8765	6.8615	6.8821	6.8615	0.08
2017-1-19	6.8712	6.8631	6.8801	6.8539	0.47
2017-1-18	6.839	6.8531	6.8741	6.8319	-0.23
2017-1-17	6.8546	6.9016	6.9059	6.8546	-0.67
2017-1-16	6.9009	6.8982	6.9024	6.8931	0.01
2017-1-13	6.9005	6.901	6.9051	6.8871	0.13
2017-1-12	6.8915	6.9205	6.9246	6.8889	-0.67
2017-1-11	6.9377	6.9267	6.9379	6.9232	0.23
2017-1-10	6.9215	6.9321	6.9343	6.9215	-0.23
2017-1-9	6.9375	6.9315	6.9381	6.9315	0.24
2017-1-6	6.9207	6.8772	6.9404	6.8762	0.45
2017-1-5	6.89	6.93	6.9324	6.8709	-0.65
2017-1-4	6.9351	6.957	6.9594	6.9351	-0.37
2017-1-3	6.961	6.9569	6.9638	6.9558	0.23
2017-1-2	6.945	6.945	6.945	6.945	0.00
2016-12-30	6.945	6.9555	6.9555	6.942	-0.15
2016-12-29	6.9552	6.9503	6.9575	6.9497	-0.06
2016-12-28	6.9593	6.9515	6.962	6.9515	0.10
2016-12-27	6.9525	6.9514	6.9542	6.9464	0.05
2016-12-26	6.9489	6.9439	6.9506	6.9439	0.04
2016-12-23	6.9464	6.9482	6.9532	6.9442	-0.06
2016-12-22	6.9504	6.9452	6.9516	6.9452	0.12
2016-12-21	6.9421	6.9501	6.9548	6.9421	-0.12
2016-12-20	6.9505	6.9505	6.9595	6.9494	-0.05
2016-12-19	6.9539	6.9428	6.9546	6.9428	-0.09
2016-12-16	6.9603	6.952	6.9625	6.9479	0.23
